text,created_at,count_hashtags,user,with_link,with_photo,date,hour,with_link_or_photo,polarity,compound_score
RT : ITS #KUWTK THURSDAY!!     https://t.co/Z5gJD7Muom,2020-10-01 19:42:11,1,KimKardashian,False,False,01-10-2020,19:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Don’t miss a brand new episode of #KUWTK tonight at 8/7c on E! https://t.co/zxeUGQ9hnT,2020-10-01 19:41:31,1,KimKardashian,False,False,01-10-2020,19:00,False,"{'neg': 0.136, 'neu': 0.864, 'pos': 0.0, 'compound': -0.2244}",-0.2244
So excited for #KeepingUpwiththeKardashians to be nominated for #TheRealityShow at this year's  Awards. Vote for us now at https://t.co/5RbMaGz6Ji #PCAs https://t.co/cHaeFEvSod,2020-10-01 18:10:14,3,KimKardashian,True,True,01-10-2020,18:00,True,"{'neg': 0.0, 'neu': 0.769, 'pos': 0.231, 'compound': 0.6901}",0.6901
New episode of #KUWTK is on tonight at 8/7c on E! I can’t wait to live tweet with you guys!!! https://t.co/cRS7jYQWfG,2020-10-01 17:43:37,1,KimKardashian,False,False,01-10-2020,17:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
OMG can’t wait to see this!!! https://t.co/YyanIAkvvY,2020-10-01 17:15:08,0,KimKardashian,True,False,01-10-2020,17:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
It’s #KUWTK Thursday! Don’t miss a brand new episode of  tonight at 8/7c on E! https://t.co/YOpp71OYZY,2020-10-01 16:39:18,1,KimKardashian,False,False,01-10-2020,16:00,False,"{'neg': 0.135, 'neu': 0.865, 'pos': 0.0, 'compound': -0.2924}",-0.2924
"So excited to be nominated for #TheStyleStar, #TheRealityTVStar and #TheSocialCelebrity at this year's
 Awards. You guys are the best supporters ever! Vote for me now at https://t.co/S4n5qLCBQi #PCAs https://t.co/5jz75W9yd6",2020-10-01 16:21:35,4,KimKardashian,True,False,01-10-2020,16:00,True,"{'neg': 0.0, 'neu': 0.656, 'pos': 0.344, 'compound': 0.9199}",0.9199
"RT : If you know Kim, you know how deathly afraid of spiders she is 🤣🤣🕷🕷 https://t.co/vl7pWzYdQC",2020-10-01 15:24:52,0,KimKardashian,False,False,01-10-2020,15:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
🤣 https://t.co/HnNtXeqsC4,2020-10-01 15:22:29,0,KimKardashian,True,False,01-10-2020,15:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Let’s just say this episode ends with a tarantula on my head 🤣🙅🏻‍♀️ I am not going to be ok watching this! https://t.co/jmwSwXAv34,2020-10-01 14:51:37,0,KimKardashian,True,False,01-10-2020,14:00,True,"{'neg': 0.0, 'neu': 0.889, 'pos': 0.111, 'compound': 0.3595}",0.3595
We were cool https://t.co/aMSROcF5Qi,2020-10-01 14:12:58,0,KimKardashian,False,True,01-10-2020,14:00,True,"{'neg': 0.0, 'neu': 0.566, 'pos': 0.434, 'compound': 0.3182}",0.3182
Late night study sessions with Don Julio and my girls   🤣 #CocktailsAndContracts https://t.co/F8jDL7YT9Q,2020-10-01 05:38:32,1,KimKardashian,False,False,01-10-2020,05:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Tequila and Torts kinda night with  &amp;  https://t.co/oCU7OaSS0V,2020-10-01 05:37:27,0,KimKardashian,False,False,01-10-2020,05:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
LOL https://t.co/sVJhwfek8q,2020-10-01 05:36:01,0,KimKardashian,True,False,01-10-2020,05:00,True,"{'neg': 0.0, 'neu': 0.221, 'pos': 0.779, 'compound': 0.5473}",0.5473
RT : ♥️ https://t.co/ngBCNgwejh,2020-09-30 19:25:52,0,KimKardashian,False,False,30-09-2020,19:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
RT : Forever ❤️ https://t.co/zJWBCF1heQ,2020-09-30 19:25:45,0,KimKardashian,False,False,30-09-2020,19:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
💙 https://t.co/Qeo4xMRYlR,2020-09-30 18:33:46,0,KimKardashian,False,True,30-09-2020,18:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"RT : We have nothing to do with this site and are currently investigating the issue. When purchasing, please be sure to only d…",2020-09-30 17:42:08,0,KimKardashian,False,False,30-09-2020,17:00,False,"{'neg': 0.0, 'neu': 0.82, 'pos': 0.18, 'compound': 0.5574}",0.5574
RT : It has been brought to our attention that there was unfortunately a website with a domain name very similar to ours with…,2020-09-30 17:42:03,0,KimKardashian,False,False,30-09-2020,17:00,False,"{'neg': 0.107, 'neu': 0.893, 'pos': 0.0, 'compound': -0.34}",-0.34
🇦🇲🙏🏼 https://t.co/dmdB6uJUT1,2020-09-30 17:10:03,0,KimKardashian,True,False,30-09-2020,17:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Oh just wait 😉 https://t.co/xRk2RKQsfn,2020-09-30 17:08:57,0,KimKardashian,True,False,30-09-2020,17:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
What is happening in Armenia 🇦🇲 #Arstakh #ArstakhStrong #Armenia https://t.co/eH7jREhzWv,2020-09-30 01:41:33,3,KimKardashian,False,False,30-09-2020,01:00,False,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
RT : . BTS of the #KKWDIAMONDS II campaign wearing  Gold Sparkle Gloss ✨ https://t.co/wArgxRYbxY,2020-09-29 22:08:52,1,KimKardashian,False,True,29-09-2020,22:00,True,"{'neg': 0.0, 'neu': 0.797, 'pos': 0.203, 'compound': 0.4215}",0.4215
 I am in a private driveway at my friends house in Malibu. I can’t help the photographer ran in the driveway. I am very careful and wear a mask when out in public places.,2020-09-29 18:31:14,0,KimKardashian,False,False,29-09-2020,18:00,False,"{'neg': 0.0, 'neu': 0.772, 'pos': 0.228, 'compound': 0.7713}",0.7713
"RT : JUST DROPPED: COTTON JERSEY — a collection of sporty and sexy cotton styles made just for your body. Shop now in 8 styles, 5 col…",2020-09-29 16:13:10,0,KimKardashian,False,False,29-09-2020,16:00,False,"{'neg': 0.0, 'neu': 0.861, 'pos': 0.139, 'compound': 0.5267}",0.5267
RT : Shop  Cotton Jersey Collection now only at https://t.co/DexaxI8UAI https://t.co/zZ4tve4hTb,2020-09-29 16:13:03,0,KimKardashian,True,False,29-09-2020,16:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"JUST DROPPED:  COTTON JERSEY — a collection of sporty and sexy cotton styles made just for your body. Shop now in 8 styles, 5 colors, and in sizes XXS - 4X now at https://t.co/Qsy51Sl2Sd and enjoy free shipping on domestic orders over $75. https://t.co/sdiFhHw0Vx",2020-09-29 16:00:13,0,KimKardashian,True,True,29-09-2020,16:00,True,"{'neg': 0.0, 'neu': 0.784, 'pos': 0.216, 'compound': 0.872}",0.872
✨ https://t.co/JYXg9g6jZ4,2020-09-29 13:15:57,0,KimKardashian,False,True,29-09-2020,13:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
How did I get so lucky?!?! https://t.co/Uji7tgANKp,2020-09-29 13:12:56,0,KimKardashian,False,True,29-09-2020,13:00,True,"{'neg': 0.0, 'neu': 0.523, 'pos': 0.477, 'compound': 0.6768}",0.6768
RT : Tonight -- and every night -- we’re eternally grateful for the firefighters and first responders that are on the frontline…,2020-09-29 05:05:23,0,KimKardashian,False,False,29-09-2020,05:00,False,"{'neg': 0.0, 'neu': 0.87, 'pos': 0.13, 'compound': 0.4588}",0.4588
RT : Praying for Armenia     Praying for Breonna Taylor’s family  Praying for a world ravaged by the pandemic   Praying for God’s…,2020-09-29 05:05:19,0,KimKardashian,False,False,29-09-2020,05:00,False,"{'neg': 0.0, 'neu': 0.6, 'pos': 0.4, 'compound': 0.8402}",0.8402
🕊🕊 https://t.co/MAsUtajtwi,2020-09-29 03:27:49,0,KimKardashian,True,False,29-09-2020,03:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Wearing HUNROD Jewlery by Michèle Lamy  and  https://t.co/wSThKKiDio,2020-09-28 14:45:08,0,KimKardashian,False,True,28-09-2020,14:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
Michèle Lamy by Rick Owens in  https://t.co/C2WR2ldMYc,2020-09-28 14:20:44,0,KimKardashian,False,True,28-09-2020,14:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
📸 Kanye https://t.co/L8on8l3iK7,2020-09-28 14:10:51,0,KimKardashian,False,True,28-09-2020,14:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
📸 Kanye https://t.co/MyMB1YKKZt,2020-09-28 14:10:41,0,KimKardashian,False,True,28-09-2020,14:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
AnOther Magazine with Michèle Lamy https://t.co/QQUgYDsJE5,2020-09-28 14:10:25,0,KimKardashian,False,True,28-09-2020,14:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
RT : A visual attestation to #MicheleLamy and #KimKardashian’s perhaps unlikely friendship 🖤  https://t.co/qqQoaci3Lw,2020-09-28 13:50:02,2,KimKardashian,True,False,28-09-2020,13:00,True,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4404}",0.4404
4 LIFE https://t.co/0QRFsA1qoc,2020-09-28 12:44:53,0,KimKardashian,False,True,28-09-2020,12:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Call upon Baku to cease all offensive uses of force, cut off all US military aid to #Azerbaijan being used against Armenians &amp; warn #Turkey to stop sending arms &amp; fighters to Baku 🙏🏼🇦🇲✊🏼",2020-09-27 18:00:07,2,KimKardashian,False,False,27-09-2020,18:00,False,"{'neg': 0.254, 'neu': 0.746, 'pos': 0.0, 'compound': -0.7845}",-0.7845
"We need international observers to investigate &amp; call for international political and diplomatic measures to prevent unnecessary escalation &amp; tragedy. Please use: https://t.co/9TsRNdd7Gy to call on the White House &amp; Congress Azerbaijan's attack on #Artsakh,",2020-09-27 18:00:07,1,KimKardashian,True,False,27-09-2020,18:00,True,"{'neg': 0.179, 'neu': 0.74, 'pos': 0.081, 'compound': -0.7269}",-0.7269
Armenia has been the victim of unprovoked attacks by Azerbaijan &amp; the predictable disinformation campaign that accompanies them. Azerbaijan is blocking social media except for war propaganda.,2020-09-27 18:00:07,0,KimKardashian,False,False,27-09-2020,18:00,False,"{'neg': 0.38, 'neu': 0.62, 'pos': 0.0, 'compound': -0.91}",-0.91
Please share the news  Armenians in #Arstakh have been attacked. We are praying brave men &amp; women risking their lives to protect Artsakh &amp; #Armenia. The news is misleading &amp; these are not “clashes.”,2020-09-27 18:00:06,2,KimKardashian,False,False,27-09-2020,18:00,False,"{'neg': 0.17, 'neu': 0.553, 'pos': 0.277, 'compound': 0.6124}",0.6124
RESTOCK ALERT: The  Classic II Eyeshadow Palette is back in stock https://t.co/5uTp5CW528 https://t.co/8HQeX0i33U,2020-09-27 15:14:53,0,KimKardashian,True,False,27-09-2020,15:00,True,"{'neg': 0.0, 'neu': 0.804, 'pos': 0.196, 'compound': 0.4466}",0.4466
🔥 https://t.co/KMy69dq0qE,2020-09-27 07:12:54,0,KimKardashian,True,False,27-09-2020,07:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"COMING SOON:  COTTON JERSEY — a collection of sporty and sexy cotton styles to amplify your top drawer. Launching in 5 colors and in sizes XXS - 4X on Tuesday, September 29 at 9AM PT / 12PM ET exclusively at https://t.co/Qsy51Sl2Sd. https://t.co/0iSYk1cQxs",2020-09-26 19:00:34,0,KimKardashian,True,True,26-09-2020,19:00,True,"{'neg': 0.0, 'neu': 0.871, 'pos': 0.129, 'compound': 0.6369}",0.6369
RT : Classic Kim looks so pretty! Plus the name is iconic. I also had to get a few others goodies. 🤎  …,2020-09-26 16:45:51,0,KimKardashian,False,False,26-09-2020,16:00,False,"{'neg': 0.0, 'neu': 0.794, 'pos': 0.206, 'compound': 0.6606}",0.6606
Subtle Nude It’s the perfect nude shade https://t.co/ANqpMhTFZ2,2020-09-26 16:45:41,0,KimKardashian,True,False,26-09-2020,16:00,True,"{'neg': 0.0, 'neu': 0.654, 'pos': 0.346, 'compound': 0.5719}",0.5719
I am obsessed with our new shade Classic Kim https://t.co/L2afNQ8KA0,2020-09-26 16:43:19,0,KimKardashian,True,False,26-09-2020,16:00,True,"{'neg': 0.175, 'neu': 0.825, 'pos': 0.0, 'compound': -0.1779}",-0.1779
"JUST DROPPED:  Lip Crayons — Shop all Lip Crayons in Dreamy Peach, Subtle Nude, Rose Dust, Sweet Mauve &amp; Glossy Mink + the new Classic Kim shade now exclusively at https://t.co/yHaJqQ7HPV #KKWBEAUTY https://t.co/DeP41OVZO3",2020-09-26 16:08:39,1,KimKardashian,True,True,26-09-2020,16:00,True,"{'neg': 0.0, 'neu': 0.909, 'pos': 0.091, 'compound': 0.4588}",0.4588
RT : *RESTOCK* Some of our bestselling products are back in stock. Shop now at https://t.co/29MoQGM1mc #KKWBEAUTY https://t.co/NU…,2020-09-26 16:07:59,1,KimKardashian,True,False,26-09-2020,16:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"Join  for #FueltheVote, a drive-thru food distribution event, across the country. Stop by for the live DJ, free meals and groceries for your family, and to register to vote ✅  Learn more here: https://t.co/kfVKVZQaY4 https://t.co/l84kmHiMlP",2020-09-26 12:27:28,1,KimKardashian,True,False,26-09-2020,12:00,True,"{'neg': 0.058, 'neu': 0.796, 'pos': 0.146, 'compound': 0.5106}",0.5106
Thank you for having me! #HarvardLaw https://t.co/RDIj5UAZe4,2020-09-25 23:08:58,1,KimKardashian,True,False,25-09-2020,23:00,True,"{'neg': 0.0, 'neu': 0.682, 'pos': 0.318, 'compound': 0.4199}",0.4199
RT : Just ordered my  bridal collection. 💍🥺🤍  makes really good shape wear,2020-09-25 17:40:39,0,KimKardashian,False,False,25-09-2020,17:00,False,"{'neg': 0.0, 'neu': 0.775, 'pos': 0.225, 'compound': 0.4927}",0.4927
🤍 https://t.co/ninbfbWDAU,2020-09-25 16:25:44,0,KimKardashian,True,False,25-09-2020,16:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"RT : JUST DROPPED: BRIDAL — everything you need to feel your best during your special day, however you’re celebrating. Shop the Brida…",2020-09-25 16:13:39,0,KimKardashian,False,False,25-09-2020,16:00,False,"{'neg': 0.0, 'neu': 0.629, 'pos': 0.371, 'compound': 0.891}",0.891
RT : Shop  Bridal Collection now only at https://t.co/DexaxI8UAI https://t.co/oKmGEFeNwS,2020-09-25 16:13:32,0,KimKardashian,True,False,25-09-2020,16:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
"JUST DROPPED:  BRIDAL — everything you need to feel your best during your special day, however you’re celebrating. Shop the Bridal Silk Robe and our best selling Solutionwear™ styles in Something Blue now in sizes XXS - 5X at https://t.co/Qsy51Sl2Sd https://t.co/U2yWAWDaV2",2020-09-25 16:00:49,0,KimKardashian,True,False,25-09-2020,16:00,True,"{'neg': 0.0, 'neu': 0.703, 'pos': 0.297, 'compound': 0.9413}",0.9413
I had the best time live tweeting with you guys tonight 🤍 #KUWTK,2020-09-25 01:00:45,1,KimKardashian,False,False,25-09-2020,01:00,False,"{'neg': 0.0, 'neu': 0.704, 'pos': 0.296, 'compound': 0.6369}",0.6369
I didn’t plan this prank but I’m the one to get pranked in the end LOL #KUWTK,2020-09-25 00:59:44,1,KimKardashian,False,False,25-09-2020,00:00,False,"{'neg': 0.0, 'neu': 0.758, 'pos': 0.242, 'compound': 0.7003}",0.7003
I feel awful about prank 😔,2020-09-25 00:58:04,0,KimKardashian,False,False,25-09-2020,00:00,False,"{'neg': 0.5, 'neu': 0.5, 'pos': 0.0, 'compound': -0.4588}",-0.4588
RT : Kimberly with the “you’re doing amazing sweetie” moment 🥺 #KUWTK https://t.co/nTLDWUhiNJ,2020-09-25 00:50:56,1,KimKardashian,False,False,25-09-2020,00:00,False,"{'neg': 0.0, 'neu': 0.725, 'pos': 0.275, 'compound': 0.5859}",0.5859
RT : ✨ #KUWTK https://t.co/GsutoAa19d,2020-09-25 00:49:20,1,KimKardashian,False,True,25-09-2020,00:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
🥰 https://t.co/w9Ik89kT3F,2020-09-25 00:49:11,0,KimKardashian,True,False,25-09-2020,00:00,True,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0
